latency,throughput,packet_loss,jitter,server_response_time,drift
0.258,129.7775,0,0.019,0.342,0
0.255,129.29250000000002,0,0.053,0.325,0
0.241,129.8075,0,0.001,0.244,0
0.307,113.6,0,0.001,0.29,0
0.235,129.815,0,0.021,0.31,0
0.24,129.81,0,0.008,0.537,0
0.173,129.8125,0,0.005,0.4609999999999999,0
0.278,129.84,0,0.02,0.289,0
0.249,130.0525,0,0.037,0.434,0
0.251,129.7825,0,0.039,0.3359999999999999,0
0.182,129.84,0,0.09,0.502,0
0.192,129.82500000000002,0,0.078,0.494,0
0.232,113.605,0,0.007,0.222,0
0.174,129.72,0,0.016,0.434,0
0.213,129.2525,0,0.007,0.369,0
0.193,113.6025,0,0.016,0.389,0
0.245,129.805,0,0.035,0.357,0
0.174,129.805,0,0.033,0.292,0
0.207,129.8225,0,0.032,0.325,0
0.138,129.8075,0,0.042,0.275,0
0.261,129.8175,0,0.041,0.268,0
0.216,113.24,0,0.003,0.315,0
0.237,129.79250000000002,0,0.02,0.537,0
0.161,129.835,0,0.04,0.287,0
0.244,128.3125,0,0.02,0.301,0
0.135,127.3875,0,0.014,0.375,0
0.232,129.51250000000002,0,0.01,0.502,0
0.193,129.81,0,0.064,0.36,0
0.203,129.7125,0,0.019,0.349,0
0.24,129.8125,0,0.036,0.448,0
0.202,129.79500000000002,0,0.0,0.221,0
0.172,129.7125,0,0.028,0.265,0
0.213,129.8125,0,0.047,0.221,0
0.167,129.8225,0,0.011,0.488,0
0.203,129.84,0,0.044,0.406,0
0.252,113.435,0,0.004,0.295,0
0.273,129.75,0,0.027,0.272,0
